agency,city,state,ntd_id,organization_type,reporter_type,report_year,uace_code,uza_name,primary_uza_population,agency_voms,modecd,mode_name,typeofservicecd,mode_voms,form_type,guideway,guideway_questionable,stations,stations_questionable,administrative_buildings,administrative_buildings_1,maintenance_buildings,maintenance_buildings_1,passenger_vehicles,passenger_vehicles_1,other_vehicles,other_vehicles_questionable,fare_collection_equipment,fare_collection_equipment_1,communication_information,communication_information_1,other,other_questionable,reduced_reporter,reduced_reporter_questionable,total,total_questionable
Municipality of Anchorage,Anchorage,AK,12,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,2305.0,"Anchorage, AK",249252.0,186.0,MB,Bus,DO,40.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,5352,,523547,,592899,,14489149,,43125,,0,,99737,,739796,,0,,16493605,
Municipality of Anchorage,Anchorage,AK,12,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,2305.0,"Anchorage, AK",249252.0,186.0,VP,Vanpool,PT,103.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Sitka Tribe of Alaska,Sitka,AK,14,Tribe,Reduced Reporter,2024,2.0,Alaska Non-UZA,359299.0,3.0,MB,Bus,DO,3.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,106806,,106806,
"Snoqualmie Indian Tribe, dba: Snoqualmie Valley Transportation",Snoqualmie,WA,15,Tribe,Reduced Reporter,2024,53.0,Washington Non-UZA,1895776.0,2.0,DR,Demand Response,DO,2.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"City of Longview, dba: RiverCities Transit",Longview,WA,16,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,51283.0,"Longview, WA--OR",69841.0,22.0,MB,Bus,DO,12.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,979029,,0,,0,,106926,,0,,0,,1085955,
"City of Longview, dba: RiverCities Transit",Longview,WA,16,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,51283.0,"Longview, WA--OR",69841.0,22.0,DR,Demand Response,PT,10.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"City of Longview, dba: RiverCities Transit",Longview,WA,16,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,51283.0,"Longview, WA--OR",69841.0,22.0,MB,Bus,DO,12.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"City of Longview, dba: RiverCities Transit",Longview,WA,16,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,51283.0,"Longview, WA--OR",69841.0,22.0,DR,Demand Response,PT,10.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Stillaguamish Tribe of Indians, dba: Stillaguamish Tribal Transportation Services",Arlington,WA,17,Tribe,Reduced Reporter,2024,53.0,Washington Non-UZA,1895776.0,5.0,DR,Demand Response,DO,5.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Ben Franklin Transit,Richland,WA,18,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,44479.0,"Kennewick--Richland--Pasco, WA",255401.0,294.0,DR,Demand Response,DO,61.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,23526,,0,,0,,23526,
Ben Franklin Transit,Richland,WA,18,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,44479.0,"Kennewick--Richland--Pasco, WA",255401.0,294.0,DR,Demand Response,PT,39.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Ben Franklin Transit,Richland,WA,18,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,44479.0,"Kennewick--Richland--Pasco, WA",255401.0,294.0,DR,Demand Response,PT,39.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Ben Franklin Transit,Richland,WA,18,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,44479.0,"Kennewick--Richland--Pasco, WA",255401.0,294.0,DR,Demand Response,DO,61.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Ben Franklin Transit,Richland,WA,18,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,44479.0,"Kennewick--Richland--Pasco, WA",255401.0,294.0,VP,Vanpool,DO,143.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,3619596,,0,,0,,0,,32307,,0,,3651903,
Ben Franklin Transit,Richland,WA,18,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,44479.0,"Kennewick--Richland--Pasco, WA",255401.0,294.0,MB,Bus,DO,51.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Ben Franklin Transit,Richland,WA,18,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,44479.0,"Kennewick--Richland--Pasco, WA",255401.0,294.0,VP,Vanpool,DO,143.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Ben Franklin Transit,Richland,WA,18,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,44479.0,"Kennewick--Richland--Pasco, WA",255401.0,294.0,MB,Bus,DO,51.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,2230295,,3388173,,420606,,1111980,,204766,,0,,314466,,725669,,0,,8395955,
Intercity Transit,Olympia,WA,19,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,65242.0,"Olympia--Lacey, WA",208157.0,243.0,VP,Vanpool,DO,136.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Intercity Transit,Olympia,WA,19,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,65242.0,"Olympia--Lacey, WA",208157.0,243.0,VP,Vanpool,DO,136.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,598850,,0,,0,,0,,0,,0,,598850,
Intercity Transit,Olympia,WA,19,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,65242.0,"Olympia--Lacey, WA",208157.0,243.0,CB,Commuter Bus,DO,8.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,115237,,0,,0,,0,,0,,0,,0,,0,,0,,115237,
Intercity Transit,Olympia,WA,19,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,65242.0,"Olympia--Lacey, WA",208157.0,243.0,MB,Bus,DO,54.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Intercity Transit,Olympia,WA,19,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,65242.0,"Olympia--Lacey, WA",208157.0,243.0,MB,Bus,DO,54.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,597725,,274981,,12104837,,0,,421244,,0,,7977,,863208,,0,,14269972,
Intercity Transit,Olympia,WA,19,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,65242.0,"Olympia--Lacey, WA",208157.0,243.0,DR,Demand Response,DO,45.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Intercity Transit,Olympia,WA,19,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,65242.0,"Olympia--Lacey, WA",208157.0,243.0,CB,Commuter Bus,DO,8.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Intercity Transit,Olympia,WA,19,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,65242.0,"Olympia--Lacey, WA",208157.0,243.0,DR,Demand Response,DO,45.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,7378775,,0,,0,,0,,0,,0,,7378775,
"Kitsap County Public Transportation Benefit Area Authority, dba: Kitsap Transit",Bremerton,WA,20,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,9946.0,"Bremerton, WA",224449.0,213.0,DR,Demand Response,TX,2.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Kitsap County Public Transportation Benefit Area Authority, dba: Kitsap Transit",Bremerton,WA,20,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,9946.0,"Bremerton, WA",224449.0,213.0,DR,Demand Response,DO,67.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Kitsap County Public Transportation Benefit Area Authority, dba: Kitsap Transit",Bremerton,WA,20,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,9946.0,"Bremerton, WA",224449.0,213.0,VP,Vanpool,DO,41.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,610088,,0,,0,,0,,0,,0,,610088,
"Kitsap County Public Transportation Benefit Area Authority, dba: Kitsap Transit",Bremerton,WA,20,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,9946.0,"Bremerton, WA",224449.0,213.0,DR,Demand Response,TX,2.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Kitsap County Public Transportation Benefit Area Authority, dba: Kitsap Transit",Bremerton,WA,20,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,9946.0,"Bremerton, WA",224449.0,213.0,MB,Bus,DO,97.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Kitsap County Public Transportation Benefit Area Authority, dba: Kitsap Transit",Bremerton,WA,20,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,9946.0,"Bremerton, WA",224449.0,213.0,FB,Ferryboat,DO,6.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,1465331,,157265,,1182034,,0,,0,,0,,0,,0,,2804630,
"Kitsap County Public Transportation Benefit Area Authority, dba: Kitsap Transit",Bremerton,WA,20,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,9946.0,"Bremerton, WA",224449.0,213.0,DR,Demand Response,DO,67.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,8182608,,0,,0,,0,,0,,0,,8182608,
"Kitsap County Public Transportation Benefit Area Authority, dba: Kitsap Transit",Bremerton,WA,20,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,9946.0,"Bremerton, WA",224449.0,213.0,VP,Vanpool,DO,41.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Kitsap County Public Transportation Benefit Area Authority, dba: Kitsap Transit",Bremerton,WA,20,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,9946.0,"Bremerton, WA",224449.0,213.0,MB,Bus,DO,97.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,11754384,,202721,,508986,,15926498,,262975,,125154,,2852316,,0,,0,,31633034,
"Kitsap County Public Transportation Benefit Area Authority, dba: Kitsap Transit",Bremerton,WA,20,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,9946.0,"Bremerton, WA",224449.0,213.0,FB,Ferryboat,DO,6.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Whatcom Transportation Authority,Bellingham,WA,21,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,6652.0,"Bellingham, WA",128979.0,103.0,MB,Bus,DO,48.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,16189,,307732,,22009932,,5037,,0,,505604,,1538443,,0,,24382937,
Whatcom Transportation Authority,Bellingham,WA,21,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,6652.0,"Bellingham, WA",128979.0,103.0,DR,Demand Response,DO,43.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Whatcom Transportation Authority,Bellingham,WA,21,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,6652.0,"Bellingham, WA",128979.0,103.0,MB,Bus,DO,48.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Whatcom Transportation Authority,Bellingham,WA,21,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,6652.0,"Bellingham, WA",128979.0,103.0,VP,Vanpool,DO,12.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,786795,,0,,0,,0,,0,,0,,786795,
Whatcom Transportation Authority,Bellingham,WA,21,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,6652.0,"Bellingham, WA",128979.0,103.0,VP,Vanpool,DO,12.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Whatcom Transportation Authority,Bellingham,WA,21,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,6652.0,"Bellingham, WA",128979.0,103.0,DR,Demand Response,DO,43.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,4410826,,0,,0,,10649,,0,,0,,4421475,
"City of Pocatello, dba: Pocatello Regional Transit",Pocatello,ID,22,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,70426.0,"Pocatello, ID",72211.0,24.0,MB,Bus,DO,11.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,338424,,338424,
"City of Pocatello, dba: Pocatello Regional Transit",Pocatello,ID,22,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2024,70426.0,"Pocatello, ID",72211.0,24.0,DR,Demand Response,DO,13.0,Reduced Reporting,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"City of Seattle, dba: Seattle Center Monorail",Seattle,WA,23,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,80389.0,"Seattle--Tacoma, WA",3544011.0,8.0,MG,Monorail/Automated Guideway,PT,8.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,7887,,0,,0,,0,,0,,0,,7887,
"City of Seattle, dba: Seattle Center Monorail",Seattle,WA,23,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2024,80389.0,"Seattle--Tacoma, WA",3544011.0,8.0,MG,Monorail/Automated Guideway,PT,8.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Clark County Public Transportation Benefit Area Authority, dba: C-TRAN",Vancouver,WA,24,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,71317.0,"Portland, OR--WA",2104238.0,167.0,MB,Bus,DO,95.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,5919349,,0,,5919349,
"Clark County Public Transportation Benefit Area Authority, dba: C-TRAN",Vancouver,WA,24,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,71317.0,"Portland, OR--WA",2104238.0,167.0,VP,Vanpool,DO,15.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Clark County Public Transportation Benefit Area Authority, dba: C-TRAN",Vancouver,WA,24,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,71317.0,"Portland, OR--WA",2104238.0,167.0,MB,Bus,DO,95.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,492034,,2442057,,2547069,,44312,,0,,0,,8508145,,1091654,,0,,15125271,
"Clark County Public Transportation Benefit Area Authority, dba: C-TRAN",Vancouver,WA,24,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,71317.0,"Portland, OR--WA",2104238.0,167.0,DR,Demand Response,DO,57.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Clark County Public Transportation Benefit Area Authority, dba: C-TRAN",Vancouver,WA,24,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,71317.0,"Portland, OR--WA",2104238.0,167.0,VP,Vanpool,DO,15.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Clark County Public Transportation Benefit Area Authority, dba: C-TRAN",Vancouver,WA,24,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,71317.0,"Portland, OR--WA",2104238.0,167.0,DR,Demand Response,DO,57.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,1686905,,0,,0,,0,,0,,0,,1686905,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,25,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,78229.0,"Salem, OR",268331.0,139.0,VP,Vanpool,PT,40.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,25,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,78229.0,"Salem, OR",268331.0,139.0,MB,Bus,PT,13.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,25,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,78229.0,"Salem, OR",268331.0,139.0,MB,Bus,PT,13.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,25,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,78229.0,"Salem, OR",268331.0,139.0,VP,Vanpool,PT,40.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,25,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,78229.0,"Salem, OR",268331.0,139.0,MB,Bus,DO,55.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,784964,,0,,0,,0,,0,,0,,784964,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,25,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,78229.0,"Salem, OR",268331.0,139.0,MB,Bus,DO,55.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,385360,,0,,371429,,10121585,,98014,,181851,,1372836,,2203119,,0,,14734194,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,25,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,78229.0,"Salem, OR",268331.0,139.0,DR,Demand Response,PT,31.0,Uses of Capital (F-20) - Expansion of Service,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"Salem Area Mass Transit District, dba: Salem-Keizer Transit or Cherriots",Salem,OR,25,Independent Public Agency or Authority of Transit Service,Full Reporter,2024,78229.0,"Salem, OR",268331.0,139.0,DR,Demand Response,PT,31.0,Uses of Capital (F-20) - Rehabilitation / Reconstruction / Replacement / Improvement for Existing Service,0,,0,,0,,0,,4864,,0,,0,,0,,0,,0,,4864,
